variable_name,standardized_title,standardized_label,wave,file,codebook_file,block,question_label,question_text,item_text,question_type,dtype_observed,rows,nonempty_n,valid_n,missing_pct,unique_valid_values,example_values_raw,example_values_decoded,top_value_counts,value_labels,codebook_comment,display_skip_logic,construct,likely_geographic_granularity,origin_or_destination,privacy_anonymization
w12_V_q11x3,Distance to Road,dist_to_road3,w12_V,bemp_w12_V.csv,bemp_w12_V_codebook.csv,Public Goods,Distance to Road,How far is it until the next tar/concrete/paved road,Distance in minutes walking,Multiple Choice,integer-coded,35,35,23,34.29,2,"[""0"", ""1""]","[""Not Selected"", ""Selected""]","{""0"": 21, ""1"": 2}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w12_V_q11x3_txt,Distance to Road,dist_to_road3_txt,w12_V,bemp_w12_V.csv,bemp_w12_V_codebook.csv,Public Goods,Distance to Road,How far is it until the next tar/concrete/paved road,Distance in minutes walking,Open Text Box,integer-coded,35,35,2,94.29,2,"[""90"", ""1""]","[""90"", ""1""]","{""90"": 1, ""1"": 1}",{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w12_V_q4,District,dstrc,w12_V,bemp_w12_V.csv,bemp_w12_V_codebook.csv,Registration,District,District,,Open Text Box,string,35,35,35,0.0,9,"[""Kurigram"", ""Tangail"", ""Jamalpur"", ""Manikganj"", ""Sirajgonj"", ""Bogura"", ""Manikgang"", ""Shirajganj""]","[""Kurigram"", ""Tangail"", ""Jamalpur"", ""Manikganj"", ""Sirajgonj"", ""Bogura"", ""Manikgang"", ""Shirajganj""]","{""Kurigram"": 13, ""Tangail"": 10, ""Jamalpur"": 3, ""Manikganj"": 2, ""Sirajgonj"": 2, ""Bogura"": 2, ""Manikgang"": 1, ""Shirajganj"": 1, ""Gaibandha"": 1}",{},Geographic identifiers below the district level were removed from the published dataset to protect participant confidentiality.,| |,district name,district,origin village profile,public district; lower levels suppressed
w12_V_reg2,Location Number,locat_nmbr,w12_V,bemp_w12_V.csv,bemp_w12_V_codebook.csv,Registration,Location Number,Location number (for example L01),,Open Text Box,string,35,35,35,0.0,35,"[""L06"", ""L31"", ""L01"", ""L23"", ""L24"", ""L25"", ""L27"", ""L26""]","[""L06"", ""L31"", ""L01"", ""L23"", ""L24"", ""L25"", ""L27"", ""L26""]","{""L06"": 1, ""L31"": 1, ""L01"": 1, ""L23"": 1, ""L24"": 1, ""L25"": 1, ""L27"": 1, ""L26"": 1, ""L32"": 1, ""L19"": 1}",{},"Locations belong to the following districts: Bogra (L19-L21); Gaibandha (L23); Jamalpur (L01, L22); Kurigram (L24-L36); Manikganj (L04-L06); Sirajganj (L07-L09); Tangail (L02-L03; L10-L18).",| |,baseline origin sampling-location code,anonymized Lxx location; district derivable,origin,pseudonymized location code; no village name
w12_V_q24x1,Madrasha Distance,mdrsh_dist1,w12_V,bemp_w12_V.csv,bemp_w12_V_codebook.csv,Public Goods,Madrasha Distance,"How far is it to the next Madrasha? [enter preferably in kilometers/miles, else in minutes driving]",Distance in kilometers:,Multiple Choice,integer-coded,35,35,11,68.57,2,"[""1"", ""0""]","[""Selected"", ""Not Selected""]","{""1"": 10, ""0"": 1}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w12_V_q24x1_txt,Madrasha Distance,mdrsh_dist1_txt,w12_V,bemp_w12_V.csv,bemp_w12_V_codebook.csv,Public Goods,Madrasha Distance,"How far is it to the next Madrasha? [enter preferably in kilometers/miles, else in minutes driving]",Distance in kilometers:,Open Text Box,continuous numeric,35,35,10,71.43,4,"[""2"", ""1.5"", ""1"", ""6""]","[""2"", ""1.5"", ""1"", ""6""]","{""2"": 5, ""1.5"": 3, ""1"": 1, ""6"": 1}",{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w12_V_q24x2,Madrasha Distance,mdrsh_dist2,w12_V,bemp_w12_V.csv,bemp_w12_V_codebook.csv,Public Goods,Madrasha Distance,"How far is it to the next Madrasha? [enter preferably in kilometers/miles, else in minutes driving]",Distance in miles:,Multiple Choice,integer-coded,35,35,11,68.57,2,"[""0"", ""1""]","[""Not Selected"", ""Selected""]","{""0"": 10, ""1"": 1}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w12_V_q24x2_txt,Madrasha Distance,mdrsh_dist2_txt,w12_V,bemp_w12_V.csv,bemp_w12_V_codebook.csv,Public Goods,Madrasha Distance,"How far is it to the next Madrasha? [enter preferably in kilometers/miles, else in minutes driving]",Distance in miles:,Open Text Box,integer-coded,35,35,1,97.14,1,"[""1""]","[""1""]","{""1"": 1}",{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w12_V_q24x3,Madrasha Distance,mdrsh_dist3,w12_V,bemp_w12_V.csv,bemp_w12_V_codebook.csv,Public Goods,Madrasha Distance,"How far is it to the next Madrasha? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes driving:,Multiple Choice,integer-coded,35,35,11,68.57,1,"[""0""]","[""Not Selected""]","{""0"": 11}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w12_V_q24x3_txt,Madrasha Distance,mdrsh_dist3_txt,w12_V,bemp_w12_V.csv,bemp_w12_V_codebook.csv,Public Goods,Madrasha Distance,"How far is it to the next Madrasha? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes driving:,Open Text Box,undetermined (no valid values),35,35,0,100.0,0,[],[],{},{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w12_V_q24x4,Madrasha Distance,mdrsh_dist4,w12_V,bemp_w12_V.csv,bemp_w12_V_codebook.csv,Public Goods,Madrasha Distance,"How far is it to the next Madrasha? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes walking:,Multiple Choice,integer-coded,35,35,11,68.57,1,"[""0""]","[""Not Selected""]","{""0"": 11}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w12_V_q24x4_txt,Madrasha Distance,mdrsh_dist4_txt,w12_V,bemp_w12_V.csv,bemp_w12_V_codebook.csv,Public Goods,Madrasha Distance,"How far is it to the next Madrasha? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes walking:,Open Text Box,undetermined (no valid values),35,35,0,100.0,0,[],[],{},{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w12_V_q24x5,Madrasha Distance,mdrsh_dist5,w12_V,bemp_w12_V.csv,bemp_w12_V_codebook.csv,Public Goods,Madrasha Distance,"How far is it to the next Madrasha? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes by boat:,Multiple Choice,integer-coded,35,35,11,68.57,1,"[""0""]","[""Not Selected""]","{""0"": 11}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w12_V_q24x5_txt,Madrasha Distance,mdrsh_dist5_txt,w12_V,bemp_w12_V.csv,bemp_w12_V_codebook.csv,Public Goods,Madrasha Distance,"How far is it to the next Madrasha? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes by boat:,Open Text Box,undetermined (no valid values),35,35,0,100.0,0,[],[],{},{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w12_V_q24x88,Madrasha Distance,mdrsh_dist88,w12_V,bemp_w12_V.csv,bemp_w12_V_codebook.csv,Public Goods,Madrasha Distance,"How far is it to the next Madrasha? [enter preferably in kilometers/miles, else in minutes driving]",DK,Multiple Choice,integer-coded,35,35,11,68.57,1,"[""0""]","[""Not Selected""]","{""0"": 11}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w12_V_q27x1,Medical Facility Distance,medic_fclty_dist1,w12_V,bemp_w12_V.csv,bemp_w12_V_codebook.csv,Public Goods,Medical Facility Distance,"How far is it to the next clinic/hospital? [enter preferably in kilometers/miles, else in minutes driving]",Distance in kilometers:,Multiple Choice,integer-coded,35,35,20,42.86,2,"[""1"", ""0""]","[""Selected"", ""Not Selected""]","{""1"": 18, ""0"": 2}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w12_V_q27x1_txt,Medical Facility Distance,medic_fclty_dist1_txt,w12_V,bemp_w12_V.csv,bemp_w12_V_codebook.csv,Public Goods,Medical Facility Distance,"How far is it to the next clinic/hospital? [enter preferably in kilometers/miles, else in minutes driving]",Distance in kilometers:,Open Text Box,continuous numeric,35,35,18,48.57,11,"[""2"", ""10"", ""1"", ""1.5"", ""19"", ""18"", ""0.7"", ""5""]","[""2"", ""10"", ""1"", ""1.5"", ""19"", ""18"", ""0.7"", ""5""]","{""2"": 5, ""10"": 2, ""1"": 2, ""1.5"": 2, ""19"": 1, ""18"": 1, ""0.7"": 1, ""5"": 1, ""17"": 1, ""4.4"": 1}",{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w12_V_q27x2,Medical Facility Distance,medic_fclty_dist2,w12_V,bemp_w12_V.csv,bemp_w12_V_codebook.csv,Public Goods,Medical Facility Distance,"How far is it to the next clinic/hospital? [enter preferably in kilometers/miles, else in minutes driving]",Distance in miles:,Multiple Choice,integer-coded,35,35,20,42.86,2,"[""0"", ""1""]","[""Not Selected"", ""Selected""]","{""0"": 18, ""1"": 2}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w12_V_q27x2_txt,Medical Facility Distance,medic_fclty_dist2_txt,w12_V,bemp_w12_V.csv,bemp_w12_V_codebook.csv,Public Goods,Medical Facility Distance,"How far is it to the next clinic/hospital? [enter preferably in kilometers/miles, else in minutes driving]",Distance in miles:,Open Text Box,continuous numeric,35,35,2,94.29,2,"[""0.5"", ""10""]","[""0.5"", ""10""]","{""0.5"": 1, ""10"": 1}",{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w12_V_q27x3,Medical Facility Distance,medic_fclty_dist3,w12_V,bemp_w12_V.csv,bemp_w12_V_codebook.csv,Public Goods,Medical Facility Distance,"How far is it to the next clinic/hospital? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes driving:,Multiple Choice,integer-coded,35,35,20,42.86,1,"[""0""]","[""Not Selected""]","{""0"": 20}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w12_V_q27x3_txt,Medical Facility Distance,medic_fclty_dist3_txt,w12_V,bemp_w12_V.csv,bemp_w12_V_codebook.csv,Public Goods,Medical Facility Distance,"How far is it to the next clinic/hospital? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes driving:,Open Text Box,undetermined (no valid values),35,35,0,100.0,0,[],[],{},{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w12_V_q27x4,Medical Facility Distance,medic_fclty_dist4,w12_V,bemp_w12_V.csv,bemp_w12_V_codebook.csv,Public Goods,Medical Facility Distance,"How far is it to the next clinic/hospital? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes walking:,Multiple Choice,integer-coded,35,35,20,42.86,1,"[""0""]","[""Not Selected""]","{""0"": 20}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w12_V_q27x4_txt,Medical Facility Distance,medic_fclty_dist4_txt,w12_V,bemp_w12_V.csv,bemp_w12_V_codebook.csv,Public Goods,Medical Facility Distance,"How far is it to the next clinic/hospital? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes walking:,Open Text Box,undetermined (no valid values),35,35,0,100.0,0,[],[],{},{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w12_V_q27x5,Medical Facility Distance,medic_fclty_dist5,w12_V,bemp_w12_V.csv,bemp_w12_V_codebook.csv,Public Goods,Medical Facility Distance,"How far is it to the next clinic/hospital? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes by boat:,Multiple Choice,integer-coded,35,35,20,42.86,1,"[""0""]","[""Not Selected""]","{""0"": 20}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w12_V_q27x5_txt,Medical Facility Distance,medic_fclty_dist5_txt,w12_V,bemp_w12_V.csv,bemp_w12_V_codebook.csv,Public Goods,Medical Facility Distance,"How far is it to the next clinic/hospital? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes by boat:,Open Text Box,undetermined (no valid values),35,35,0,100.0,0,[],[],{},{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w12_V_q27x88,Medical Facility Distance,medic_fclty_dist88,w12_V,bemp_w12_V.csv,bemp_w12_V_codebook.csv,Public Goods,Medical Facility Distance,"How far is it to the next clinic/hospital? [enter preferably in kilometers/miles, else in minutes driving]",DK,Multiple Choice,integer-coded,35,35,20,42.86,1,"[""0""]","[""Not Selected""]","{""0"": 20}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w12_V_q28x1,Pharmacy Distance,phrmc_dist1,w12_V,bemp_w12_V.csv,bemp_w12_V_codebook.csv,Public Goods,Pharmacy Distance,"How far is it to the next pharmacy? [enter preferably in kilometers/miles, else in minutes driving]",Distance in kilometers:,Multiple Choice,integer-coded,35,35,20,42.86,2,"[""1"", ""0""]","[""Selected"", ""Not Selected""]","{""1"": 16, ""0"": 4}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w12_V_q28x1_txt,Pharmacy Distance,phrmc_dist1_txt,w12_V,bemp_w12_V.csv,bemp_w12_V_codebook.csv,Public Goods,Pharmacy Distance,"How far is it to the next pharmacy? [enter preferably in kilometers/miles, else in minutes driving]",Distance in kilometers:,Open Text Box,continuous numeric,35,35,16,54.29,10,"[""2"", ""0"", ""1.5"", ""3"", ""0.2"", ""18"", ""1"", ""4""]","[""2"", ""0"", ""1.5"", ""3"", ""0.2"", ""18"", ""1"", ""4""]","{""2"": 4, ""0"": 3, ""1.5"": 2, ""3"": 1, ""0.2"": 1, ""18"": 1, ""1"": 1, ""4"": 1, ""1.3"": 1, ""2.5"": 1}",{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w12_V_q28x2,Pharmacy Distance,phrmc_dist2,w12_V,bemp_w12_V.csv,bemp_w12_V_codebook.csv,Public Goods,Pharmacy Distance,"How far is it to the next pharmacy? [enter preferably in kilometers/miles, else in minutes driving]",Distance in miles:,Multiple Choice,integer-coded,35,35,20,42.86,2,"[""0"", ""1""]","[""Not Selected"", ""Selected""]","{""0"": 18, ""1"": 2}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w12_V_q28x2_txt,Pharmacy Distance,phrmc_dist2_txt,w12_V,bemp_w12_V.csv,bemp_w12_V_codebook.csv,Public Goods,Pharmacy Distance,"How far is it to the next pharmacy? [enter preferably in kilometers/miles, else in minutes driving]",Distance in miles:,Open Text Box,continuous numeric,35,35,2,94.29,2,"[""0.5"", ""1""]","[""0.5"", ""1""]","{""0.5"": 1, ""1"": 1}",{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
